                   0, 000,          x,          x, x,          x, x
               99000, 000, 4247315706, 2965171809, 0,  616637001, 0
               99010, 000, 4247315706, 2965171809, 0, 2955469920, 0
              100000, 000,  194251031, 3505748129, 0, 2955469920, 0
              100007, 000,  194251031, 3505748129, 0, 2955469920, 1
              100010, 000,  194251031, 3505748129, 0,    9701377, 1
              100019, 000,  194251031, 3505748129, 0,    9701377, 0
              101000, 000, 1131909510, 2825098832, 0,    9701377, 0
              101007, 000, 1131909510, 2825098832, 0,    9701377, 1
              101010, 000, 1131909510, 2825098832, 0,    6524928, 1
              101015, 000, 1131909510, 2825098832, 0,    6524928, 0
              102000, 000, 2056018421, 2595522613, 0,    6524928, 0
              102010, 000, 2056018421, 2595522613, 0,  444860469, 0
              102011, 000, 2056018421, 2595522613, 0,  444860469, 1
              102023, 000, 2056018421, 2595522613, 0,  444860469, 0
              103000, 000, 2493155881, 1622242753, 0,  444860469, 0
              103007, 000, 2493155881, 1622242753, 0,  444860469, 1
              103010, 000, 2493155881, 1622242753, 0,    9437185, 1
              103011, 000, 2493155881, 1622242753, 0,    9437185, 0
              103015, 000, 2493155881, 1622242753, 0,    9437185, 1
              103023, 000, 2493155881, 1622242753, 0,    9437185, 0
              104000, 000, 3806688453, 3422663832, 0,    9437185, 0
              104007, 000, 3806688453, 3422663832, 0,    9437185, 1
              104010, 000, 3806688453, 3422663832, 0, 3221304448, 1
              104011, 000, 3806688453, 3422663832, 0, 3221304448, 0
              105000, 000,  632453963, 3112977011, 0, 3221304448, 0
              105007, 000,  632453963, 3112977011, 0, 3221304448, 1
              105010, 000,  632453963, 3112977011, 0,  562053699, 1
              105011, 000,  632453963, 3112977011, 0,  562053699, 0
              106000, 000, 4129482476, 3310360202, 0,  562053699, 0
              106010, 000, 4129482476, 3310360202, 0, 3288336008, 0
              107000, 000,  660132174, 3561717928, 0, 3288336008, 0
              107007, 000,  660132174, 3561717928, 0, 3288336008, 1
              107010, 000,  660132174, 3561717928, 0,   71860232, 1
              107011, 000,  660132174, 3561717928, 0,   71860232, 0
              108000, 000, 1419705769, 3502935201, 0,   71860232, 0
              108007, 000, 1419705769, 3502935201, 0,   71860232, 1
              108010, 000, 1419705769, 3502935201, 0, 1351257249, 1
              108011, 000, 1419705769, 3502935201, 0, 1351257249, 0
              109000, 000,  118208782, 4080297702, 0, 1351257249, 0
              109007, 000,  118208782, 4080297702, 0, 1351257249, 1
              109010, 000,  118208782, 4080297702, 0,   50339846, 1
              109011, 000,  118208782, 4080297702, 0,   50339846, 0
              110000, 000, 3486957727,  355448106, 0,   50339846, 0
              110010, 000, 3486957727,  355448106, 0,   84312074, 0
              110011, 000, 3486957727,  355448106, 0,   84312074, 1
              110015, 000, 3486957727,  355448106, 0,   84312074, 0
              111000, 000,  358227242, 3333813389, 0,   84312074, 0
              111010, 000,  358227242, 3333813389, 0,   68162568, 0
              112000, 000, 1333133214, 2624448056, 0,   68162568, 0
              112007, 000, 1333133214, 2624448056, 0,   68162568, 1
              112010, 000, 1333133214, 2624448056, 0,  208004632, 1
              112015, 000, 1333133214, 2624448056, 0,  208004632, 0
              113000, 000, 3167725689, 1684333512, 0,  208004632, 0
              113007, 000, 3167725689, 1684333512, 0,  208004632, 1
              113010, 000, 3167725689, 1684333512, 0,  608477256, 1
              113015, 000, 3167725689, 1684333512, 0,  608477256, 0
              114000, 000, 1696810442,  167723283, 0,  608477256, 0
              114007, 000, 1696810442,  167723283, 0,  608477256, 1
              114010, 000, 1696810442,  167723283, 0,   19087618, 1
              114015, 000, 1696810442,  167723283, 0,   19087618, 0
              115000, 000,  899729771, 3820465863, 0,   19087618, 0
              115010, 000,  899729771, 3820465863, 0,  564168771, 0
              115015, 000,  899729771, 3820465863, 0,  564168771, 1
              115019, 000,  899729771, 3820465863, 0,  564168771, 0
              116000, 000, 1527504310, 1560649146, 0,  564168771, 0
              116010, 000, 1527504310, 1560649146, 0, 1493278130, 0
              116011, 000, 1527504310, 1560649146, 0, 1493278130, 1
              117000, 000, 1645652932, 1552061881, 0, 1493278130, 1
              117010, 000, 1645652932, 1552061881, 0, 1073906048, 1
              118000, 000, 1227871122, 3659963060, 0, 1073906048, 1
              118010, 000, 1227871122, 3659963060, 0, 1210487440, 1
              118011, 000, 1227871122, 3659963060, 0, 1210487440, 0
              119000, 000, 1069235071, 3274936454, 0, 1210487440, 0
              119007, 000, 1069235071, 3274936454, 0, 1210487440, 1
              119010, 000, 1069235071, 3274936454, 0,   53678086, 1
              119015, 000, 1069235071, 3274936454, 0,   53678086, 0
              119023, 000, 1069235071, 3274936454, 0,   53678086, 1
              119031, 000, 1069235071, 3274936454, 0,   53678086, 0
              120000, 000, 2104358394, 4180120818, 0,   53678086, 0
              120010, 000, 2104358394, 4180120818, 0, 2032506098, 0
              121000, 000,  423960882, 3738066621, 0, 2032506098, 0
              121010, 000,  423960882, 3738066621, 0,  407109680, 0
              121015, 000,  423960882, 3738066621, 0,  407109680, 1
              121019, 000,  423960882, 3738066621, 0,  407109680, 0
              122000, 000, 1112526212, 4064912612, 0,  407109680, 0
              122007, 000, 1112526212, 4064912612, 0,  407109680, 1
              122010, 000, 1112526212, 4064912612, 0, 1112114308, 1
              122011, 000, 1112526212, 4064912612, 0, 1112114308, 0
              123000, 000, 1698942922, 1420327337, 0, 1112114308, 0
              123010, 000, 1698942922, 1420327337, 0, 1140869512, 0
              123011, 000, 1698942922, 1420327337, 0, 1140869512, 1
              124000, 000, 3499468961, 1197844878, 0, 1140869512, 1
              124007, 000, 3499468961, 1197844878, 0, 1140869512, 0
              124010, 000, 3499468961, 1197844878, 0, 1074112640, 0
              125000, 000, 4253772539, 2246385163, 0, 1074112640, 0
              125010, 000, 4253772539, 2246385163, 0, 2239826443, 0
              125011, 000, 4253772539, 2246385163, 0, 2239826443, 1
              125023, 000, 4253772539, 2246385163, 0, 2239826443, 0
              126000, 000, 4152529135, 1690844617, 0, 2239826443, 0
              126010, 000, 4152529135, 1690844617, 0, 1686114505, 0
              127000, 000,  459334966, 3132180597, 0, 1686114505, 0
              127007, 000,  459334966, 3132180597, 0, 1686114505, 1
              127010, 000,  459334966, 3132180597, 0,  438321204, 1
              127015, 000,  459334966, 3132180597, 0,  438321204, 0
              128000, 000, 3353892495,  902676331, 0,  438321204, 0
              128010, 000, 3353892495,  902676331, 0,   96998923, 0
              128019, 000, 3353892495,  902676331, 0,   96998923, 1
              128023, 000, 3353892495,  902676331, 0,   96998923, 0
              129000, 000, 1147529096, 3611276462, 0,   96998923, 0
              129010, 000, 1147529096, 3611276462, 0, 1143317640, 0
              129011, 000, 1147529096, 3611276462, 0, 1143317640, 1
              129015, 000, 1147529096, 3611276462, 0, 1143317640, 0
              130000, 000, 1307804059, 1228817810, 0, 1143317640, 0
              130010, 000, 1307804059, 1228817810, 0, 1228013970, 0
              130011, 000, 1307804059, 1228817810, 0, 1228013970, 1
              131000, 000,  340057896, 2525290541, 0, 1228013970, 1
              131007, 000,  340057896, 2525290541, 0, 1228013970, 0
              131010, 000,  340057896, 2525290541, 0,  335855656, 0
              132000, 000,  632774475, 3781800130, 0,  335855656, 0
              132010, 000,  632774475, 3781800130, 0,  555814978, 0
              132011, 000,  632774475, 3781800130, 0,  555814978, 1
              132015, 000,  632774475, 3781800130, 0,  555814978, 0
              133000, 000, 2401039902,  112395533, 0,  555814978, 0
              133010, 000, 2401039902,  112395533, 0,  101712908, 0
              133011, 000, 2401039902,  112395533, 0,  101712908, 1
              133015, 000, 2401039902,  112395533, 0,  101712908, 0
              134000, 000, 1987706348,  201563416, 0,  101712908, 0
              134010, 000, 1987706348,  201563416, 0,   67214600, 0
              134015, 000, 1987706348,  201563416, 0,   67214600, 1
              134019, 000, 1987706348,  201563416, 0,   67214600, 0
              134023, 000, 1987706348,  201563416, 0,   67214600, 1
              135000, 000, 1756240849, 3279297670, 0,   67214600, 1
              135010, 000, 1756240849, 3279297670, 0, 1076238464, 1
              135011, 000, 1756240849, 3279297670, 0, 1076238464, 0
              136000, 000, 2696946753, 2646565947, 0, 1076238464, 0
              136007, 000, 2696946753, 2646565947, 0, 1076238464, 1
              136010, 000, 2696946753, 2646565947, 0, 2155881473, 1
              137000, 000, 1816459736,  703588691, 0, 2155881473, 1
              137007, 000, 1816459736,  703588691, 0, 2155881473, 0
              137010, 000, 1816459736,  703588691, 0,  675604816, 0
              137015, 000, 1816459736,  703588691, 0,  675604816, 1
              138000, 000, 2870567510, 2913739355, 0,  675604816, 1
