                   0, 000,          x,          x, x,          x, x
                 274, 000,  298621731, 1018407801, 0,  276859681, 0
                 275, 000, 1682310600, 3721479867, 0, 1145046152, 0
                 276, 000, 2265771534, 3112670323, 0, 2164556802, 1
                 277, 000,  108069644, 3876559054, 0,  100728844, 0
                 278, 000, 1780113876, 2901204057, 0,  671629392, 0
                 279, 000, 1554149305, 3652763827, 0, 1486897329, 0
                 280, 000, 2052046836, 3136610933, 0,  977576564, 0
                 281, 000,  107802892, 2633792057, 0,   74215432, 0
                 282, 000,   24285954, 2330770965, 0,    6328832, 0
                 283, 000,   50067717,  656163662, 0,   35143940, 0
                 284, 000,   20916482, 1551454648, 0,    3735808, 0
                 285, 000, 2222961160, 1189565325, 0,   73863688, 0
                 286, 000, 3618934447, 1953706472, 0, 1412432040, 0
                 287, 000, 1213794704, 2062986229, 0, 1213204880, 1
                 288, 000, 2787151948, 1031978363, 0,  604016712, 0
                 289, 000, 2684724800,  313066277, 0,      66048, 0
                 290, 000, 2263594509, 3095138416, 0, 2154303488, 1
                 291, 000,  382466349, 2497632297, 0,  348837929, 0
                 292, 000, 1579504060, 2558199856, 0,  404815920, 0
                 293, 000, 1613180352,  678848848, 0,  539371840, 1
                 294, 000, 3503254177,  650067789, 0,    9382401, 0
                 295, 000, 4210241269, 2055712757, 0, 2055417589, 0
                 296, 000, 2934623325, 3393720980, 0, 2319974420, 1
                 297, 000, 3042485866, 1583375804, 0,  339747880, 0
                 298, 000, 3695380664, 3476069534, 0, 3422554264, 0
                 299, 000, 4252567290,  591399750, 0,  557843010, 0
                 300, 000, 2214224903, 3385572499, 0, 2177508355, 1
                 301, 000, 2866443349, 1540610999, 0,  181555221, 0
                 302, 000,  584446277, 2977958499, 0,  545259585, 0
                 303, 000, 2895372377, 2473774630, 0, 2148712448, 1
                 304, 000, 3024713320, 2405688350, 0, 2218877960, 1
                 305, 000, 3359175824,  756655450, 0,  135832592, 0
                 306, 000,  239306012, 1553557433, 0,  201393432, 0
                 307, 000, 1434853291, 1747376592, 0, 1074141568, 1
                 308, 000,  934897007, 1818914264, 0,  606627144, 1
                 309, 000, 2731313221, 1188472717, 0,   46432261, 0
                 310, 000, 1173562251, 2116325884, 0, 1142948232, 1
                 311, 000, 1847467996, 3531541156, 0, 1109265028, 0
                 312, 000,  211258649, 1387606949, 0,    9765121, 0
                 313, 000, 2671349310, 4186685683, 0, 2567536690, 0
                 314, 000, 2893556824, 1644522436, 0,  536881216, 0
                 315, 000,  775308124,   54150406, 0,   36847876, 0
                 316, 000, 3441250458,  202774808, 0,  202641432, 0
                 317, 000, 3807405765, 1427493290, 0, 1074806912, 0
                 318, 000,  219284250, 1641797059, 0,   17957122, 0
                 319, 000, 1496639922,  104030988, 0,    3170560, 0
                 320, 000, 4109373161, 1641741763, 0, 1624247489, 0
                 321, 000, 1974301675, 2083371512, 0, 1949118952, 1
                 322, 000, 2032927730, 1149480329, 0, 1073742208, 1
                 323, 000,  931951471,  232868635, 0,   92291851, 0
                 324, 000, 3600885933,  877511016, 0,  335609896, 0
                 325, 000, 2465796645, 1743280079, 0,   48763397, 0
                 326, 000, 1440583083, 2375340571, 0,   93618187, 0
                 327, 000, 3225108096,  785832285, 0,    1185792, 0
                 328, 000, 1093533058, 2184462852, 0,    2375680, 0
                 329, 000,  732407127,  456559414, 0,  187072790, 0
                 330, 000,  426378034, 3169003641, 0,  409075760, 0
                 331, 000, 4065046244, 2336418838, 0, 2185407492, 1
                 332, 000, 3581930666, 1615881664, 0, 1079010432, 0
                 333, 000, 2539227182, 1181038476, 0,  104923148, 0
                 334, 000, 3099640433, 2113835003, 0,  952140401, 0
                 335, 000, 1582571964, 4000344284, 0, 1313874076, 0
                 336, 000,  200038167, 3772777665, 0,   14681089, 0
                 337, 000, 1979392491, 1520253877, 0, 1352212897, 1
                 338, 000, 3304926857, 3350389391, 0, 3299877513, 0
                 339, 000, 3757504191, 3628477104, 0, 3628475056, 0
                 340, 000, 3920927443, 3944547030, 0, 3910402770, 0
                 341, 000, 3242511490,  224621850, 0,   20988930, 0
                 342, 000,  954640241, 3951559895, 0,  679478353, 0
                 343, 000, 2271383054, 4173796593, 0, 2151810048, 0
                 344, 000, 1720065485,   45957893, 0,   42205445, 0
                 345, 000,  238742300, 1276692376, 0,  202949400, 0
                 346, 000, 4134570220, 2504119850, 0, 2487255080, 0
                 347, 000, 3000060517,  462554423, 0,  311427109, 0
                 348, 000, 2180658691, 4285701886, 0, 2171737602, 0
                 349, 000, 4272807165, 2675576382, 0, 2653424700, 0
                 350, 000, 4097455336, 3126868084, 0, 2954899552, 0
                 351, 000, 1477020080, 2204228614, 0,     100352, 0
                 352, 000,  152456466, 3026910312, 0,     150528, 0
                 353, 000, 3803840709, 4280299262, 0, 3793748164, 0
                 354, 000,  453971254, 2040465907, 0,  420415794, 1
                 355, 000, 2111679483, 3045948523, 0,  898443371, 0
                 356, 000,  197902103, 2278569487, 0,   62928391, 0
                 357, 000, 2319955476,  352322858, 0,       1024, 0
                 358, 000, 3546705574, 3933611732, 0, 3261474436, 0
                 359, 000, 3853258955, 3045573227, 0, 2776891467, 0
                 360, 000,   41413380, 4199035636, 0,   37757444, 0
                 361, 000, 1183539597, 4041896161, 0, 1082810497, 0
                 362, 000, 1122221445, 3701044409, 0, 1082209409, 0
                 363, 000, 3839825609, 2959052384, 0, 2690582080, 0
                 364, 000, 2741252678,  510970684, 0,   40108548, 0
                 365, 000,  461725495,  739005784, 0,  134501648, 0
                 366, 000,  970348403, 2272842254, 0,   22041090, 0
                 367, 000, 1852646364,  406831920, 0,  137167632, 1
                 368, 000, 1749415376,    7595264, 0,    4318464, 0
                 369, 000,  562171715, 2087621112, 0,  537002304, 1
                 370, 000, 3501824673,  700456787, 0,    8395265, 0
                 371, 000, 1280872344,  804207967, 0,  206048536, 0
                 372, 000, 3284046471, 4250884858, 0, 3239973506, 0
                 373, 000,  379179309, 3094741616, 0,  269484064, 0
                 374, 000, 3048532075, 2564241457, 0, 2425628705, 1
                 375, 000, 2301607954,  105963276, 0,      49152, 0
                 376, 000,  115043085,  181211925, 0,   46727941, 0
                 377, 000,  540084032, 1248038292, 0,    2163968, 0
                 378, 000,  706454356, 3227648640, 0,     131584, 0
                 379, 000,  160240915, 3789784771, 0,   25232387, 0
                 380, 000, 4137017069, 3998148316, 0, 3859072716, 0
                 381, 000, 3161985144,  332664103, 0,  273678368, 0
                 382, 000, 2951554655,  297818915, 0,   29360643, 0
                 383, 000, 1435954091,  474093368, 0,  335676200, 0
                 384, 000,  290671906, 1693629897, 0,    5377280, 0
                 385, 000, 3823848647, 3242222210, 0, 3242213506, 0
                 386, 000, 1733613518, 3817743047, 0, 1661207238, 0
                 387, 000, 2457838628, 1839427547, 0,    2302976, 0
                 388, 000, 2221216776,  985821045, 0,    4195328, 0
                 389, 000, 1523785141, 2373808666, 0,  139530256, 0
                 390, 000,  472519480, 3240311426, 0,    2232832, 0
                 391, 000, 2886049880, 2824497744, 0, 2818580560, 1
                 392, 000, 3515390627, 1380180900, 0, 1342210720, 0
                 393, 000,  851697509, 1966872554, 0,  805312352, 1
                 394, 000,   57686278, 2853404756, 0,   34603012, 0
                 395, 000, 2918400091, 3830837448, 0, 2756788296, 0
                 396, 000,  610744648, 2616783415, 0,    6303744, 0
                 397, 000, 2082337784, 3666424501, 0, 1476997808, 0
                 398, 000,  685156689, 1101976963, 0,    8814849, 0
                 399, 000, 1302258587,  446750005, 0,  142655761, 0
                 400, 000, 1477858224, 4259283707, 0, 1477837488, 0
                 401, 000,  663599951, 2555225648, 0,     893440, 0
                 402, 000, 2352530456, 4001437917, 0, 2348810264, 1
                 403, 000, 2741692486,  820121441, 0,  543295552, 0
                 404, 000, 2895595609,  720466773, 0,  680607825, 0
                 405, 000,  395024175, 2244890635, 0,   92934155, 0
                 406, 000, 4011715294, 3922865363, 0, 3910150354, 0
                 407, 000,  340111656, 1960602089, 0,  340009256, 1
                 408, 000,  743930200, 1789174229, 0,  671359312, 1
                 409, 000, 1641801155, 1781273556, 0, 1611137472, 1
                 410, 000, 1379499428, 1059450750, 0,  304180516, 1
                 411, 000, 1797889494, 2280572943, 0,   52987910, 0
                 412, 000, 3249554563, 1349185440, 0, 1075856512, 0
                 413, 000, 3238986882, 1608764351, 0, 1090715778, 0
                 414, 000,  585816901, 3149676151, 0,  581442117, 0
                 415, 000,  580717381, 3130265717, 0,  580124741, 0
                 416, 000, 4234611448, 1664236486, 0, 1612843712, 0
                 417, 000,  906058092, 2823706704, 0,  536893504, 0
                 418, 000,  415064881, 3457220252, 0,  135291408, 0
                 419, 000, 3727842492, 3621985967, 0, 3592559788, 0
                 420, 000, 2267884558, 3034867305, 0, 2216961032, 1
                 421, 000, 3646636210, 4011892446, 0, 3372220562, 0
                 422, 000, 3270014085, 1432096682, 0, 1078461568, 0
                 423, 000,  336064808, 1628362178, 0,     446720, 0
                 424, 000, 1293945242, 1776767443, 0, 1226834322, 1
                 425, 000, 3708885690, 4260068603, 0, 3707836602, 0
                 426, 000, 3318706827, 1628523970, 0, 1090601090, 0
                 427, 000, 3863488716,  954602353, 0,  541065280, 0
                 428, 000, 1330184606,  815586145, 0,     524544, 0
                 429, 000, 3185789051, 3751530687, 0, 2642624571, 0
                 430, 000, 3363945617, 3764426944, 0, 3221264512, 0
                 431, 000,  749298521, 3209933950, 0,  738271320, 0
                 432, 000,  706573140, 2833441361, 0,  671113808, 0
                 433, 000, 2766022729, 1945796071, 0,  551168065, 0
                 434, 000,  305835812, 1102435715, 0,    3179776, 0
                 435, 000, 2918056027, 1558094265, 0,  214827033, 0
                 436, 000, 1258209173, 3146992247, 0,  177342997, 0
                 437, 000, 4175043313, 1932287974, 0, 1879579360, 0
                 438, 000, 3621891759,   37282052, 0,   35692548, 0
                 439, 000, 2305056786, 2116662268, 0,  136323088, 0
                 440, 000, 3585755307, 3791909060, 0, 3221373056, 0
                 441, 000,  536576319, 3778172610, 0,   20054018, 0
                 442, 000,  965351795,  760060762, 0,  688396626, 0
                 443, 000, 3496404128, 4285778686, 0, 3496132768, 0
                 444, 000,  973695860, 1569109947, 0,  402662192, 1
                 445, 000, 1899150306, 4050208994, 0, 1897924834, 0
                 446, 000, 4025699551, 3423855256, 0, 3423813784, 0
                 447, 000, 1339813279,  135777040, 0,  135514384, 0
                 448, 000, 2031192562, 1592359869, 0, 1476463024, 1
                 449, 000, 1438394283, 1510608820, 0, 1342703520, 1
                 450, 000, 2852695124, 1156029321, 0,      34816, 0
                 451, 000, 2310394899, 1443664300, 0,     299008, 0
                 452, 000,  451150645,  502669115, 0,  417596209, 0
                 453, 000, 2594186293,  396987695, 0,  312476709, 0
                 454, 000,  442603828, 2866848341, 0,  174096404, 0
                 455, 000, 3732079292, 4184145650, 0, 3630170800, 0
                 456, 000, 3556652711, 3773989057, 0, 3237085313, 0
                 457, 000, 4063434468, 2696454721, 0, 2687500864, 0
                 458, 000, 3032575081, 4250065146, 0, 3024111720, 0
                 459, 000, 3869102285, 2144334847, 0, 1720570061, 0
                 460, 000, 3670640309, 4095771368, 0, 3489694368, 0
                 461, 000, 2778029131, 2298752530, 0, 2164526082, 1
                 462, 000,  462917431, 1464737198, 0,  319163686, 0
                 463, 000, 4232881400, 2417511968, 0, 2416444448, 0
                 464, 000, 3977990362, 2436760098, 0, 2165964802, 1
                 465, 000, 1983075820, 2503283242, 0,  338759720, 0
                 466, 000, 1031756666,  253645086, 0,  220090650, 0
